voter_id,dim1,dim2,dim3,příjmení,jméno,kandidátka,klub,datum
6520,-31.603804673703646,-4.402250535899782,22.26838982259321,Růžička,Pavel,ANO2011,ANO,2. pol. 2022
6521,-29.881736121007183,14.683291974143383,19.233855164996818,Rozvoral,Radek,SPD,SPD,2. pol. 2022
6523,-31.442789498284608,-3.555974880618581,22.32489677372859,Ratiborský,Michal,ANO2011,ANO,2. pol. 2022
6524,25.58927569213886,-2.6196238556476854,-18.017566484804497,Rakušan,Vít,PirSTAN,STAN,2. pol. 2022
6527,-30.28135085288184,-4.836680357605596,21.051098695904646,Pražák,David,ANO2011,ANO,2. pol. 2022
6533,-30.697483082157976,-2.2898670441829707,22.104691648199434,Novák,Marek,ANO2011,ANO,2. pol. 2022
6534,-32.254879392284295,-4.393747620570773,23.18365401774468,Mašek,Jiří,ANO2011,ANO,2. pol. 2022
6538,25.981087605535887,0.6813522715995461,-17.821102392140325,Kupka,Martin,SPOLU,ODS,2. pol. 2022
6544,-31.682122429513626,-2.563026221371589,21.73677634547099,Metnar,Lubomír,ANO2011,ANO,2. pol. 2022
6545,-32.0311353428951,-3.7318847686259744,22.423700994929924,Schillerová,Alena,ANO2011,ANO,2. pol. 2022
6555,25.214936645547777,-0.4388668775121383,-17.409483625242597,Philipp,Tom,SPOLU,KDU-ČSL,2. pol. 2022
6621,-31.79002967052093,-2.5481053470447046,22.465515744799927,Havlíček,Karel,ANO2011,ANO,2. pol. 2022
6623,-29.972726045436815,-5.466217041266203,20.488609382963382,Babka,Ondřej,ANO2011,ANO,2. pol. 2022
6687,25.611986129181226,-0.010656378450851527,-17.79265266869103,Jakob,Jan,SPOLU,TOP09,2. pol. 2022
6719,25.30896748582226,0.1791266382678934,-17.668736019861996,Bačíková,Jana,SPOLU,ODS,2. pol. 2022
6720,24.90325278311465,-0.37666223411953265,-17.141344285088035,Bělohlávková,Romana,SPOLU,KDU-ČSL,2. pol. 2022
6721,24.832430479359928,0.7592916664655921,-17.10963479539097,Bělor,Roman,PirSTAN,STAN,2. pol. 2022
6722,24.780641025458564,-0.7940652587943829,-16.909178880487843,Berki,Jan,PirSTAN,STAN,2. pol. 2022
6723,-31.339912592303843,-2.580851242392108,22.61951862872075,Berkovcová,Jana,ANO2011,ANO,2. pol. 2022
6724,25.310324799335174,-1.3803825430695291,-17.727544897386704,Bernard,Josef,PirSTAN,STAN,2. pol. 2022
6725,-32.244499163824806,-4.153650995050753,22.82314534032675,Brož,Lubomír,ANO2011,ANO,2. pol. 2022
6726,-29.87797554576412,14.611213801268347,19.154980393816736,Černý,Oldřich,SPD,SPD,2. pol. 2022
6727,25.617305737638976,-1.3833642967666273,-17.712265453355823,Decroix,Eva,SPOLU,ODS,2. pol. 2022
6728,25.6000684000696,-0.9738575646726466,-17.848927721065927,Dubský,Tomáš,PirSTAN,STAN,2. pol. 2022
6729,25.23305974646973,-0.8077551442517137,-17.523897336072302,Dufek,Aleš,SPOLU,KDU-ČSL,2. pol. 2022
6730,-31.776482104550173,-5.485869078035534,21.671246309144966,Wenzl,Lubomír,ANO2011,ANO,2. pol. 2022
6732,-30.456684484917005,-6.6235068154421075,20.77820083886573,Mádlová,Ivana,ANO2011,ANO,2. pol. 2022
6733,25.712796494521456,-0.46219324527215366,-17.672999649408858,Major,Martin,SPOLU,ODS,2. pol. 2022
6734,25.105444307065195,-1.06577930909238,-17.14322150542665,Liška,Petr,PirSTAN,STAN,2. pol. 2022
6735,23.67482100469787,-0.006010186545676088,-16.557423851407954,Kuchař,Jan,PirSTAN,STAN,2. pol. 2022
6736,-32.062053378220405,-3.4581582213391333,22.52405773465224,Kukla,Martin,ANO2011,ANO,2. pol. 2022
6737,25.359573376829065,-0.8440972586405999,-17.698013725744737,Lacina,Jan,PirSTAN,STAN,2. pol. 2022
6738,-32.26001246605292,-3.8344214336222566,22.58072708519315,Lang,Hubert,ANO2011,ANO,2. pol. 2022
6739,25.462060454790635,-1.1574553658069562,-17.704152940955662,Letocha,Petr,PirSTAN,STAN,2. pol. 2022
6740,-30.316560638733325,15.186948509224816,20.42959510111603,Sládeček,Karel,SPD,SPD,2. pol. 2022
6741,25.2956769487178,-0.5727172723189446,-17.580727611817377,Slavík,Jiří,SPOLU,TOP09,2. pol. 2022
6742,25.213377416343338,-0.6662754800180125,-17.838542141124456,Smetana,Karel,SPOLU,KDU-ČSL,2. pol. 2022
6743,-32.41014103039251,-1.9017208390742382,22.792248823668743,Stržínek,Robert,ANO2011,ANO,2. pol. 2022
6744,25.348143530614543,-0.49711469283948306,-17.65146779464841,Salvetr,Rudolf,SPOLU,ODS,2. pol. 2022
6745,-29.358428260136538,15.501633654580793,18.275996848121313,Pošarová,Marie,SPD,SPD,2. pol. 2022
6746,24.58754939764763,0.9526116828603255,-17.432857368031748,Potůčková,Lucie,PirSTAN,STAN,2. pol. 2022
6747,24.714477896033692,-0.050172334195593915,-16.196325153201123,Exner,Martin,PirSTAN,STAN,2. pol. 2022
6748,25.036595453312376,-0.8328031186107037,-17.44316220000487,Fifka,Petr,SPOLU,ODS,2. pol. 2022
6749,-32.40233971363523,-2.1497317865432026,23.449397870632303,Fischerová,Romana,ANO2011,ANO,2. pol. 2022
6750,24.147575463668034,-0.9627063009714868,-16.767007379981496,Flek,Josef,PirSTAN,STAN,2. pol. 2022
6751,25.684055052373374,0.28397822461212047,-17.83478565885057,Haas,Karel,SPOLU,ODS,2. pol. 2022
6752,25.716417754291303,0.8685454743459802,-17.88816215915197,Hájek,Martin,PirSTAN,STAN,2. pol. 2022
6753,-32.46053350311329,-2.0529562415279012,22.649136198777676,Hanzlíková,Jana,ANO2011,ANO,2. pol. 2022
6754,25.672496947881367,-0.26079657870005873,-17.813664034672993,Havel,Matěj Ondřej,SPOLU,TOP09,2. pol. 2022
6755,25.56598329777546,-0.033904275564800135,-18.2122680745394,Havránek,Jiří,SPOLU,ODS,2. pol. 2022
6756,-32.450264734196864,-3.41164803731288,22.57066641011541,Helebrant,Tomáš,ANO2011,ANO,2. pol. 2022
6757,25.185007186424393,-1.2495051865247402,-17.40395653705793,Heller,Šimon,SPOLU,KDU-ČSL,2. pol. 2022
6758,-31.405095288835376,-2.3543507673566637,21.956180743593055,Hendrych,Igor,ANO2011,ANO,2. pol. 2022
6759,25.109975169278016,0.6867709269344737,-17.51773176529408,Hofmann,Jan,SPOLU,ODS,2. pol. 2022
6761,25.194439982384665,0.5736347501285132,-17.628672172722435,Quittová,Petra,PirSTAN,STAN,2. pol. 2022
6762,25.471057254106892,-2.564640330040223,-17.303242094101474,Pivoňka Vaňková,Pavla,PirSTAN,STAN,2. pol. 2022
6763,25.760198402896563,0.7817914572655296,-16.93200709667002,Šebelová,Michaela,PirSTAN,STAN,2. pol. 2022
6764,25.180734318624058,-0.17282697116886284,-17.244017304518064,Jílková,Marie,SPOLU,KDU-ČSL,2. pol. 2022
6765,25.869781492679177,0.0659525115020119,-18.083727837783343,Kašník,Pavel,SPOLU,ODS,2. pol. 2022
6766,25.548651664244808,-0.8331095113474067,-17.681583027191333,Olšáková,Eliška,PirSTAN,STAN,2. pol. 2022
6767,25.48917115062952,0.45036747696246365,-17.50676028911723,Opltová,Michaela,PirSTAN,STAN,2. pol. 2022
6768,25.400528506255043,-0.1865325481134086,-18.046273985878877,Nový,Miloš,SPOLU,TOP09,2. pol. 2022
6769,25.75343174976739,-0.8477701929711557,-18.213897846086926,Okamura,Hayato,SPOLU,KDU-ČSL,2. pol. 2022
6770,-32.06145917679453,-7.292944064700926,22.183923432998522,Oulehlová,Renata,ANO2011,ANO,2. pol. 2022
6771,25.646465009998703,-0.631950140975313,-18.02877215482932,Naiclerová,Hana,PirSTAN,STAN,2. pol. 2022
6772,25.51194867557966,-0.6826994726664601,-17.600601300608027,Müller,Tomáš,PirSTAN,STAN,2. pol. 2022
6773,-28.690521142037294,14.330151656561952,17.77049857243808,Kettner,Zdeněk,SPD,SPD,2. pol. 2022
6774,25.139370774513285,0.7411642904962438,-17.57248841438085,Klíma,Pavel,SPOLU,TOP09,2. pol. 2022
6775,-32.14758540541902,-4.386989510714937,22.410881397026134,Knechtová,Lenka,ANO2011,ANO,2. pol. 2022
6776,25.424321201288706,0.2770699116326964,-17.673859087968324,Kocmanová,Klára,PirSTAN,Piráti,2. pol. 2022
6777,25.503250969626244,-0.49002020016917974,-17.70942940095374,Kohajda,Michael,SPOLU,KDU-ČSL,2. pol. 2022
6778,25.521367790174022,0.00111585635878857,-17.633876563918317,Ochodnická,Martina,SPOLU,TOP09,2. pol. 2022
6779,25.40174995884942,0.16626146255855537,-17.879082210087528,Lochman,Ondřej,PirSTAN,STAN,2. pol. 2022
6780,-32.104863950461464,-1.6799112814644492,22.641334968506484,Peštová,Berenika,ANO2011,ANO,2. pol. 2022
6781,25.494269766147728,-0.5726180292735901,-17.552304647428368,Rataj,Michael,PirSTAN,STAN,2. pol. 2022
6782,-32.02693701751825,-3.531833962661388,22.688891543870685,Ryba,Drahoslav,ANO2011,ANO,2. pol. 2022
6783,-29.841434569317105,15.468213008773322,19.645375846327948,Síla,Jan,SPD,SPD,2. pol. 2022
6784,25.362151787702757,-0.29974372038196506,-18.153227602417964,Šimek,David,SPOLU,KDU-ČSL,2. pol. 2022
6785,-31.050345539819524,15.157517472825564,20.166304230808084,Štefanová,Iveta,SPD,SPD,2. pol. 2022
6786,25.840313949814266,-1.0246897205048258,-17.71624725251868,Teleky,Róbert,SPOLU,KDU-ČSL,2. pol. 2022
6787,25.433554591200004,-0.35932545944813393,-17.61683288076909,Turek,Libor,SPOLU,ODS,2. pol. 2022
6788,25.243564395886434,0.7870576987966127,-18.383657642954937,Urbanová,Barbora,PirSTAN,STAN,2. pol. 2022
6789,25.49784460902411,-1.4301521231873238,-17.69328555963793,Vlček,Lukáš,PirSTAN,STAN,2. pol. 2022
6790,25.058331042374085,-0.8900588458280779,-17.511703593474603,Voborská,Milada,PirSTAN,STAN,2. pol. 2022
6791,25.14401377607538,-1.3256967807455384,-16.936202861260266,Vojtko,Viktor,PirSTAN,STAN,2. pol. 2022
6792,25.58363152439647,-0.33469543912896915,-17.956017983809186,Vomáčka,Vít,SPOLU,ODS,2. pol. 2022
6793,25.076401828315593,-0.2717136414222901,-17.18793699169239,Zajíčková,Renáta,SPOLU,ODS,2. pol. 2022
6794,25.342106027309686,0.3235093686601614,-17.660359869506266,Zborovský,Miroslav,SPOLU,KDU-ČSL,2. pol. 2022
6795,-29.454084527392606,15.593946904416908,19.00747258709416,Zlínský,Vladimír,SPD,SPD,2. pol. 2022
6796,25.36725020596651,-0.7417913033488647,-17.509213297080436,Zuna,Michal,SPOLU,TOP09,2. pol. 2022
6797,24.732582668986225,-4.731238189399952,-16.85506278626077,Balaš,Vladimír,PirSTAN,STAN,2. pol. 2022
6798,25.28738801668573,1.2383850709683812,-17.87543606532085,Hájek,Jiří,PirSTAN,STAN,2. pol. 2022
6799,25.76244186622517,0.02214376539195279,-17.860218326260366,Kolář,Ondřej,SPOLU,TOP09,2. pol. 2022
6800,25.217267124772228,-2.2623650391876238,-17.30666674371259,Král,Václav,SPOLU,ODS,2. pol. 2022
6801,25.750785500498388,1.3579050474381926,-17.711647845570646,Navrátil,Jiří,SPOLU,KDU-ČSL,2. pol. 2022
6802,25.50598066556159,0.9979369209152648,-17.63792650177899,Svoboda,Pavel,SPOLU,TOP09,2. pol. 2022
6803,25.307929809586962,-0.42603951784265043,-17.562707880220515,Horák,Jiří,SPOLU,KDU-ČSL,2. pol. 2022
6804,25.885368414966727,-0.3321908425242274,-18.110115989772524,Němečková Crkvenjaš,Zdenka,SPOLU,ODS,2. pol. 2022
6809,25.163113608631217,0.7954616316816524,-17.383068667657536,Levko,Jarmila,STAN,STAN,2. pol. 2022
4,25.91478105762606,4.514453702208809,-4.0364299025285755,Benda,Marek,SPOLU,ODS,1. pol. 2023
207,-33.20683049151447,16.814346672782026,18.807448094724137,Bašta,Jaroslav,SPD,SPD,1. pol. 2023
346,25.752550156499474,-4.181365793165599,-2.9407611390167916,Bendl,Petr,SPOLU,ODS,1. pol. 2023
5226,25.492131294620542,-5.029795712725022,-3.1258791750760757,Žáček,Pavel,SPOLU,ODS,1. pol. 2023
5332,25.945530850096517,-5.80439458776963,-4.482921001148487,Tesařík,Antonín,SPOLU,KDU-ČSL,1. pol. 2023
5379,25.830066517976697,-6.603763273584118,-0.691731609756082,Bauer,Jan,SPOLU,ODS,1. pol. 2023
5449,25.699951086467014,-5.728732342284407,-6.68694872657202,Carbol,Jiří,SPOLU,KDU-ČSL,1. pol. 2023
5459,-33.13920325949597,19.1882484967173,4.108073125668444,Fiala,Radim,SPD,SPD,1. pol. 2023
5477,-33.027151028799686,15.656608830713319,4.6169844050746285,Lesenská,Vladimíra,SPD,SPD,1. pol. 2023
5700,25.86359379020655,-4.295265787262428,-3.3103038176896513,Adamec,Ivan,SPOLU,ODS,1. pol. 2023
5899,25.249923661286584,-6.551513924627504,-6.0799021970780665,Bureš,Jan,SPOLU,ODS,1. pol. 2023
5901,25.81216659632012,-4.3483786722009565,-3.735502247125297,Cogan,Josef,PirSTAN,STAN,1. pol. 2023
5903,27.37554068588494,4.274441143317936,-4.294493327836892,Černochová,Jana,SPOLU,ODS,1. pol. 2023
5911,-33.311003658198594,18.006048618658046,2.8734092391986996,Foldyna,Jaroslav,SPD,SPD,1. pol. 2023
5914,25.576584798888554,-6.771423419134179,-3.6661884597466514,Gazdík,Petr,PirSTAN,STAN,1. pol. 2023
5943,25.882054355264835,-5.26734317658293,-3.8489389673169025,Langšádlová,Helena,SPOLU,TOP09,1. pol. 2023
5968,25.746603639912006,-6.9183026869034165,-6.067254945509022,Staněk,Pavel,SPOLU,ODS,1. pol. 2023
5969,26.032787062139445,-7.6860509107656245,-3.7381092416760078,Stanjura,Zbyněk,SPOLU,ODS,1. pol. 2023
6007,24.900955446011714,-7.183324552517714,-9.572677302064557,Svoboda,Bohuslav,SPOLU,ODS,1. pol. 2023
6074,25.504701796881637,-8.519454597458996,-4.951080839122555,Fiala,Petr,SPOLU,ODS,1. pol. 2023
6079,24.701727890937082,-7.712698813357768,6.502825372201819,Blažek,Pavel,SPOLU,ODS,1. pol. 2023
6105,-33.00707369047028,16.092819361860943,3.489335587381104,Okamura,Tomio,SPD,SPD,1. pol. 2023
6138,25.204395233310798,-5.63839967718676,-3.0981389837652786,Bělobrádek,Pavel,SPOLU,KDU-ČSL,1. pol. 2023
6143,-33.4697712706928,5.381232208507372,3.7205822739279477,Berkovec,Stanislav,ANO2011,ANO,1. pol. 2023
6147,26.083085893690903,-6.633198798760671,-4.424703588817265,Pekarová Adamová,Markéta,SPOLU,TOP09,1. pol. 2023
6150,-32.34757899678336,8.901123062287384,-7.516534802353937,Babiš,Andrej,ANO2011,ANO,1. pol. 2023
6154,25.89588952224211,-5.694684905709232,-2.31008657019208,Ženíšek,Marek,SPOLU,TOP09,1. pol. 2023
6158,-31.93832317862242,-10.418504160865178,1.922417813313778,Rais,Karel,ANO2011,ANO,1. pol. 2023
6165,-28.05465400352911,7.852210104868339,5.382786862285437,Vondráček,Radek,ANO2011,ANO,1. pol. 2023
6166,-29.759756847330618,7.555840999006579,4.562847146471966,Volný,Jan,ANO2011,ANO,1. pol. 2023
6168,-32.08754681650234,5.254151980457971,4.354995578886074,Válková,Helena,ANO2011,ANO,1. pol. 2023
6172,-33.29196001084263,5.061771208587294,4.229619214793173,Okleštěk,Ladislav,ANO2011,ANO,1. pol. 2023
6176,25.403001390996405,-5.333798990715331,-4.23256845907144,Nováková,Nina,SPOLU,KDU-ČSL,1. pol. 2023
6177,-33.01322885958135,6.343091032507284,5.33912192158913,Balaštíková,Margita,ANO2011,ANO,1. pol. 2023
6178,25.51828220959916,5.852673232745891,-1.7192231722920173,Bartošek,Jan,SPOLU,KDU-ČSL,1. pol. 2023
6179,25.34163586384228,-6.7424738410980405,-5.245931738007997,Benešík,Ondřej,SPOLU,KDU-ČSL,1. pol. 2023
6184,-31.71215467451127,7.8014693450561055,4.809673444209021,Brabec,Richard,ANO2011,ANO,1. pol. 2023
6185,-32.90497559094441,-7.535701950704572,3.2654416134033846,Brázdil,Milan,ANO2011,ANO,1. pol. 2023
6190,-32.63055569973497,-7.686416647352958,3.170178197078451,Faltýnek,Jaroslav,ANO2011,ANO,1. pol. 2023
6201,-31.84494153386148,-10.915570987965777,-1.5451142591631934,Janulík,Miloslav,ANO2011,ANO,1. pol. 2023
6202,-32.82390110917863,7.5666851482006265,3.098901779313768,Pokorná Jermanová,Jaroslava,ANO2011,ANO,1. pol. 2023
6205,25.127795627017914,-7.059621230449378,-6.241442266769467,Jurečka,Marian,SPOLU,KDU-ČSL,1. pol. 2023
6207,25.669550073439595,-4.807664324735421,-3.7771227443505784,Kaňkovský,Vít,SPOLU,KDU-ČSL,1. pol. 2023
6209,-33.86928975153647,11.448926038709896,8.124529308533397,Kasal,David,ANO2011,ANO,1. pol. 2023
6211,-31.10886027987454,-9.325841477831355,10.057881797589555,Kolovratník,Martin,ANO2011,ANO,1. pol. 2023
6214,25.341030114585994,-5.714703305225207,-3.386013806517605,Kovářová,Věra,PirSTAN,STAN,1. pol. 2023
6215,-32.86302103445177,5.99025059989323,3.4986584557807094,Kubíček,Roman,ANO2011,ANO,1. pol. 2023
6216,25.676474185911633,-5.779262661959632,-3.4627024218145177,Kučera,Michal,SPOLU,TOP09,1. pol. 2023
6225,-33.284568204646234,7.506849071393901,6.56096970960179,Pastuchová,Jana,ANO2011,ANO,1. pol. 2023
6240,-30.54186287027852,-2.1543321276438023,16.185821768304827,Tureček,Karel,ANO2011,ANO,1. pol. 2023
6246,-31.536575296313536,5.893604935775742,3.647220258337719,Kott,Josef,ANO2011,ANO,1. pol. 2023
6254,-33.59874318809691,4.951449990486596,5.365203880591225,Adámková,Věra,ANO2011,ANO,1. pol. 2023
6292,25.221714673234427,-7.397722778580122,-4.453098865760557,Golasowská,Pavla,SPOLU,KDU-ČSL,1. pol. 2023
6409,-33.18422724409708,5.203812184015921,3.6487435932768095,Petrtýl,František,ANO2011,ANO,1. pol. 2023
6418,24.972249353756613,-4.539312148779196,2.0392802242153474,Skopeček,Jan,SPOLU,ODS,1. pol. 2023
6428,-31.388790077639616,-9.188774567293192,5.080055073433341,Babišová,Andrea,ANO2011,ANO,1. pol. 2023
6430,-32.96196547477794,5.9737148655367776,4.1646563920193245,Dostálová,Klára,ANO2011,ANO,1. pol. 2023
6431,-33.75120539459625,8.013337505947362,7.475218860072397,Dražilová,Lenka,ANO2011,ANO,1. pol. 2023
6433,25.959773772540427,-8.301222699844343,-4.014205915287395,Bartoš,Ivan,PirSTAN,Piráti,1. pol. 2023
6435,25.83182469885955,-7.476580480819516,-7.297434315252684,Baxa,Martin,SPOLU,ODS,1. pol. 2023
6436,25.46576376052633,-5.855906076294412,-4.311725263882868,Beitl,Petr,SPOLU,ODS,1. pol. 2023
6437,-32.343733740303925,-9.206776062487416,6.402849941594556,Bělica,Josef,ANO2011,ANO,1. pol. 2023
6438,25.491036729751134,-4.874756490378902,-3.8888198920613837,Blaha,Stanislav,SPOLU,ODS,1. pol. 2023
6441,-25.724554803041713,-11.510667489481838,-7.579612112241948,Bžoch,Jaroslav,ANO2011,ANO,1. pol. 2023
6445,-33.87271072741842,8.34189796269872,7.637872982790219,Dvořák,Jaroslav,SPD,SPD,1. pol. 2023
6447,-33.537692729752976,5.1991729349711635,3.7781518667676246,Farhan,Kamal,ANO2011,ANO,1. pol. 2023
6448,-33.02333149073988,-0.2853668831336214,3.735464615008189,Feranec,Milan,ANO2011,ANO,1. pol. 2023
6451,-31.036319409755656,-8.893541840818774,4.713794797539411,Fridrich,Stanislav,ANO2011,ANO,1. pol. 2023
6455,-33.70463638415346,18.147738413620047,4.326361003437687,Hrnčíř,Jan,SPD,SPD,1. pol. 2023
6457,-33.50821708365871,6.108878785060069,4.048258840579471,Fialová,Eva,ANO2011,ANO,1. pol. 2023
6458,-33.46030009053022,10.322175840015836,3.6941304215923196,Jáč,Ivan,ANO2011,ANO,1. pol. 2023
6459,25.61538000015824,-5.579571759129418,-4.146521755394769,Janda,Jakub,SPOLU,ODS,1. pol. 2023
6463,-31.358255134127294,6.4570171820125895,3.2418880176783316,Juchelka,Aleš,ANO2011,ANO,1. pol. 2023
6466,26.983767315707556,3.3784190522868447,-2.8713238053218895,Krutáková,Jana,PirSTAN,STAN,1. pol. 2023
6468,-33.03462779821775,5.811950660500598,4.910381787180577,Malá,Taťána,ANO2011,ANO,1. pol. 2023
6469,-33.32515609481811,16.340292872949664,2.7257552160843717,Maříková,Karla,SPD,SPD,1. pol. 2023
6471,-33.11277742087802,7.348801071191788,5.226843133721912,Mračková Vildumetzová,Jana,ANO2011,ANO,1. pol. 2023
6473,25.905252372973816,-6.146728722265445,-3.0122935001664493,Richterová,Olga,PirSTAN,Piráti,1. pol. 2023
6474,-33.22601011896126,6.096327755967765,4.104116182626166,Ožanová,Zuzana,ANO2011,ANO,1. pol. 2023
6475,-33.35131926338163,5.678880705901923,5.199563576520254,Oborná,Monika,ANO2011,ANO,1. pol. 2023
6477,25.811017545118954,-6.493411160412171,-3.8129971612626536,Michálek,Jakub,PirSTAN,Piráti,1. pol. 2023
6479,-33.16664608410035,15.82054111339792,4.544757168134965,Šafránková,Lucie,SPD,SPD,1. pol. 2023
6482,27.285500560287904,3.394117691344165,-3.1730943161131413,Válek,Vlastimil,SPOLU,TOP09,1. pol. 2023
6484,-32.369872671653454,4.359448711153647,3.40950564226957,Štolpa,David,ANO2011,ANO,1. pol. 2023
6486,25.72091346998739,-5.180859367369408,-4.132055197013294,Munzar,Vojtěch,SPOLU,ODS,1. pol. 2023
6487,-32.41278251812315,8.96921336000847,7.118512679982359,Nacher,Patrik,ANO2011,ANO,1. pol. 2023
6490,-33.54438905927093,-7.615129687628327,7.220823638109922,Vrána,Petr,ANO2011,ANO,1. pol. 2023
6492,2.7483002270916694,3.9116169306690924,20.49975499369203,Vondrák,Ivo,ANO2011,Nezařazení,1. pol. 2023
6495,-33.19716143494585,16.318202192456567,3.3157307123199233,Vích,Radovan,SPD,SPD,1. pol. 2023
6500,-33.457001080039745,8.23417419222993,6.610812606946804,Richter,Jan,ANO2011,ANO,1. pol. 2023
6503,-33.202568596412235,17.04683830523752,2.1134623899716973,Kobza,Jiří,SPD,SPD,1. pol. 2023
6505,-31.13960000460461,-11.852833305943555,3.4400071971394444,Špičák,Julius,ANO2011,ANO,1. pol. 2023
6506,-31.116733106450063,-8.11035481018533,8.689045474252474,Kohoutek,Tomáš,ANO2011,ANO,1. pol. 2023
6508,-33.40359554734175,17.767680416073162,6.044111027740037,Koten,Radek,SPD,SPD,1. pol. 2023
6509,-33.141831618822316,6.5974075135284185,5.822517306547415,Králíček,Robert,ANO2011,ANO,1. pol. 2023
6510,25.087810475009718,-7.842602147403458,-3.4579435672475882,Krejza,Karel,SPOLU,ODS,1. pol. 2023
6511,-33.114060819010156,7.728325289575592,6.3988738225345445,Kubík,Jan,ANO2011,ANO,1. pol. 2023
6513,25.4613132934561,-4.448562690613441,-4.415172111674494,Výborný,Marek,SPOLU,KDU-ČSL,1. pol. 2023
6515,-32.648287060944746,-7.616443563872586,4.678631071821605,Strýček,Jiří,ANO2011,ANO,1. pol. 2023
6518,-32.92252225468797,5.949493602499328,4.416813462741038,Sadovský,Petr,ANO2011,ANO,1. pol. 2023
6520,-32.44653620574661,6.109350883039675,8.615747932753225,Růžička,Pavel,ANO2011,ANO,1. pol. 2023
6521,-32.87785760323443,14.640517721251644,1.9930471674607,Rozvoral,Radek,SPD,SPD,1. pol. 2023
6523,-32.49381548120185,5.917060763442739,6.940406454137155,Ratiborský,Michal,ANO2011,ANO,1. pol. 2023
6524,25.881184218823936,-6.76933662033092,-2.8796478051717913,Rakušan,Vít,PirSTAN,STAN,1. pol. 2023
6527,-31.396498044373015,6.176690301326217,3.101460511176292,Pražák,David,ANO2011,ANO,1. pol. 2023
6533,-30.5212773469033,6.2553426187019845,5.932886534975476,Novák,Marek,ANO2011,ANO,1. pol. 2023
6534,-33.09163232578116,7.229222948925793,1.6146615172439518,Mašek,Jiří,ANO2011,ANO,1. pol. 2023
6538,25.74721813842144,-8.360250681644656,-9.59561775582986,Kupka,Martin,SPOLU,ODS,1. pol. 2023
6544,-33.35413473170852,7.77074067334155,0.07065054716609198,Metnar,Lubomír,ANO2011,ANO,1. pol. 2023
6545,-33.0927482962699,4.422472634363443,4.699568836407283,Schillerová,Alena,ANO2011,ANO,1. pol. 2023
6555,25.502617292919567,-4.797801600547069,-2.5802283860210884,Philipp,Tom,SPOLU,KDU-ČSL,1. pol. 2023
6621,-32.073146859310995,6.052272640124374,5.494997215427789,Havlíček,Karel,ANO2011,ANO,1. pol. 2023
6623,-28.29401259471703,3.8481077704912385,0.115868106736019,Babka,Ondřej,ANO2011,ANO,1. pol. 2023
6687,25.902474441351952,-5.044272109329241,-2.815107143899526,Jakob,Jan,SPOLU,TOP09,1. pol. 2023
6719,25.206946053537393,-5.694921176641346,-6.615143769531576,Bačíková,Jana,SPOLU,ODS,1. pol. 2023
6720,25.18840479601316,-4.418685288120327,-4.3602260951370395,Bělohlávková,Romana,SPOLU,KDU-ČSL,1. pol. 2023
6721,25.75853949934436,-5.239078866558682,-2.906268698046439,Bělor,Roman,PirSTAN,STAN,1. pol. 2023
6722,24.741358003058654,-6.98543243789851,-1.5890006920858524,Berki,Jan,PirSTAN,STAN,1. pol. 2023
6723,-31.27121743458051,-6.813023989386662,6.795013096893443,Berkovcová,Jana,ANO2011,ANO,1. pol. 2023
6724,26.024148568511425,-7.347284298100346,-4.7785468340789015,Bernard,Josef,PirSTAN,STAN,1. pol. 2023
6725,-33.60001844274976,5.959513656488634,2.025496213271028,Brož,Lubomír,ANO2011,ANO,1. pol. 2023
6726,-32.67965837298997,15.066568742504469,1.5525745796725283,Černý,Oldřich,SPD,SPD,1. pol. 2023
6727,25.422338743508607,-6.139988029951255,2.392124797048687,Decroix,Eva,SPOLU,ODS,1. pol. 2023
6728,25.76759980981866,-5.879159969536765,-3.2430041219207286,Dubský,Tomáš,PirSTAN,STAN,1. pol. 2023
6729,25.383565295993936,-5.205735792838976,-3.4832037647474547,Dufek,Aleš,SPOLU,KDU-ČSL,1. pol. 2023
6730,-33.43675820308634,5.301239031014882,3.899781541474242,Wenzl,Lubomír,ANO2011,ANO,1. pol. 2023
6731,-27.315115313080018,-8.815185565587923,-10.801503630596232,Wenzl,Milan,ANO2011,ANO,1. pol. 2023
6732,-33.02223405790823,5.076479285605096,4.783354253115098,Mádlová,Ivana,ANO2011,ANO,1. pol. 2023
6733,25.779314508506822,-5.755640097051588,-4.8510933331876895,Major,Martin,SPOLU,ODS,1. pol. 2023
6734,26.05074279562787,-7.029910610032217,-2.351452462155356,Liška,Petr,PirSTAN,STAN,1. pol. 2023
6735,25.89956108302713,-6.237357861765934,-5.161752068047132,Kuchař,Jan,PirSTAN,STAN,1. pol. 2023
6736,-33.49338239082456,5.3146824667912425,3.598002030467082,Kukla,Martin,ANO2011,ANO,1. pol. 2023
6737,26.219013639013905,-10.271320858121967,-10.073945387349866,Lacina,Jan,PirSTAN,STAN,1. pol. 2023
6738,-33.36191943297295,5.144903182115291,4.261275449980947,Lang,Hubert,ANO2011,ANO,1. pol. 2023
6739,25.877575525211686,-5.41602964160861,-3.7752583181644384,Letocha,Petr,PirSTAN,STAN,1. pol. 2023
6740,-33.163354416102656,15.807033652256642,-0.0034378269486925153,Sládeček,Karel,SPD,SPD,1. pol. 2023
6741,25.80398675725777,-5.394440781827192,-0.981748448346189,Slavík,Jiří,SPOLU,TOP09,1. pol. 2023
