mp_id,dim1,dim2,dim3
4,0.8145497541019942,0.01492454593633045,0.017499153469067025
207,-0.906876844399546,0.7224928330357843,0.40208388516581656
346,0.8332545695194288,0.00691840221818336,0.013049409874349481
5226,0.8378269718509501,0.011426102215273504,0.017333305770675753
5332,0.8392124010126153,0.014528888598447903,0.007792744444666864
5379,0.8285954036602553,-0.010317624442091451,0.0018219143784854433
5449,0.8208752267439435,0.10593221083226403,-0.006298936270884657
5459,-0.9811441341062699,0.023880683103853127,0.39908068758799153
5477,-0.9812497334495989,0.0459615989965614,0.4022611398729104
5700,0.8320265415461406,0.005917247213382916,0.017218419234329835
5899,0.7932655109134169,-0.03345204040561196,0.019287624596984698
5901,0.8389924953347034,0.01390449915755676,-0.00059011556720819
5903,0.836118765637094,0.08362316081408941,-0.00543333573248205
5909,0.6864975965620909,-0.5984865665398804,0.11720334416414312
5911,-0.9884702550791796,0.03997641907668268,0.3667529640539256
5914,0.8158959800124411,0.02254954452696801,-0.007470068867429636
5931,0.8028425595028561,0.6434507508918011,-0.0983286105497023
5943,0.8287976698630517,0.01907378244331262,7.680108765233031e-05
5968,0.8315509491158389,-0.0018877772076562056,-0.006412436639964649
5969,0.823392959434713,0.05848031327101957,-0.010126926497202742
6007,0.8296673860355307,0.016902446819867845,0.014031366866240718
6074,0.8415341051116882,0.004250349698644699,-0.006949363210035767
6079,0.7979781414217683,0.07346111132414443,-0.002853547655862908
6105,-0.9822596192199408,0.06213831900367,0.399089014986622
6138,0.8098899199240204,0.07369816372053346,-0.011878060430724934
6143,-1.0224270060228995,-0.009507282349662508,-0.0994525248300118
6147,0.8438829764372303,0.009179032498110813,0.014662009522934009
6150,-0.9484560243414275,-0.0692591607746809,-0.028575277716699245
6154,0.8298881086325086,0.013092591005626928,0.00021492351290108172
6158,-0.9986331244325036,-0.02191327471075434,-0.13073936858618962
6165,-0.898376222630756,-0.007165478451396428,-0.039564234288157384
6166,-0.9243429958267899,-0.029325606870124164,-0.09866842959960095
6168,-0.9716599841611306,-0.005335967794832911,-0.11342225283907172
6172,-1.0115139977820033,0.012661212180928964,-0.09844532560503447
6176,0.8260672500348611,0.002191625363406818,0.013874326517613842
6177,-0.97851876932511,-0.0026591037320413983,-0.08632629578537997
6178,0.8224836764013875,0.016517953298609687,0.022707712593235833
6179,0.8240803077165575,-0.006995583659581964,-0.010941781985580535
6184,-0.9915475141039494,0.03341327722857887,-0.09097952800877718
6185,-1.014215504611835,-0.024382536363263582,-0.11729532054004792
6190,-0.9863704919431285,-0.02302624816226972,-0.14227171771638966
6201,-0.9883431590001441,-0.025954169018578006,-0.12213619803832129
6202,-0.9713327726390039,0.60269905720736,-0.11340170171493189
6205,0.8280927310137621,0.0079228970893686,0.015826304622623372
6207,0.8244938650806063,0.009135814142700064,0.012569969462750727
6209,-1.030811611935458,0.13116525878171093,-0.07083727407784585
6211,-0.9750981011889469,-0.04083188970212406,-0.12095312285971138
6214,0.8266037702081769,0.003302637170807199,0.00673692086880147
6215,-0.9990952677150446,-0.0013829299841526099,-0.10675436051482039
6216,0.824213886737186,0.0005271428547878626,0.018157570696697708
6225,-1.0138731920665134,-0.01677231739195366,-0.09035754183900285
6240,-0.9534095481668013,-0.038130580465092385,-0.12392464318035085
6246,-0.9917968100971984,-0.007127601930024133,-0.08667380276288407
6254,-1.0193297430241703,-0.008406457133866539,-0.09620775871265924
